development server only. no energy number from this machine means anything.
model models/Qwen3-1.7B-BF16.gguf
ctx   3072  (config.CTX_SIZE is 3072)
flags --n-gpu-layers 999 --parallel 1 --no-context-shift --no-mmap --no-cont-batching
0.00.083.827 W DEPRECATED: --mmap and --no-mmap are deprecated. use --load-mode mmap instead
0.00.083.990 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.084.723 W srv  llama_server: -----------------
0.00.084.724 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.084.724 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.084.725 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.084.725 W srv  llama_server: -----------------
0.00.086.185 I srv    load_model: loading model 'models/Qwen3-1.7B-BF16.gguf'
0.00.280.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.414.293 I cmn          init: llama threadpool init, n_threads = 8
0.02.476.643 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 3072, kv_unified = 'false'
0.02.483.404 I srv  llama_server: model loaded
0.02.483.419 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.483.420 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.483.420 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
7.34.746.879 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
54.13.011.652 I slot      release: id  0 | task 54151 | stop processing: n_tokens = 299, truncated = 0
54.13.013.259 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588484622329
54.13.018.401 I slot launch_slot_: id  0 | task 54253 | processing task, is_child = 0
54.13.246.152 I slot print_timing: id  0 | task 54253 | prompt eval time =     164.83 ms /   273 tokens (    0.60 ms per token,  1656.22 tokens per second)
54.13.246.154 I slot print_timing: id  0 | task 54253 |        eval time =      62.91 ms /     5 tokens (   15.73 ms per token,    63.58 tokens per second)
54.13.246.155 I slot print_timing: id  0 | task 54253 |       total time =     227.74 ms /   278 tokens
54.13.246.155 I slot print_timing: id  0 | task 54253 |    graphs reused =      53161
54.13.246.176 I slot      release: id  0 | task 54253 | stop processing: n_tokens = 277, truncated = 0
54.13.247.308 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588484856853
54.13.252.578 I slot launch_slot_: id  0 | task 54259 | processing task, is_child = 0
54.14.658.391 I slot print_timing: id  0 | task 54259 | prompt eval time =     111.44 ms /   167 tokens (    0.67 ms per token,  1498.56 tokens per second)
54.14.658.393 I slot print_timing: id  0 | task 54259 |        eval time =    1294.37 ms /    84 tokens (   15.59 ms per token,    64.12 tokens per second)
54.14.658.393 I slot print_timing: id  0 | task 54259 |       total time =    1405.81 ms /   251 tokens
54.14.658.394 I slot print_timing: id  0 | task 54259 |    graphs reused =      53243
54.14.658.412 I slot      release: id  0 | task 54259 | stop processing: n_tokens = 250, truncated = 0
54.14.659.511 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588486269089
54.14.661.945 I slot launch_slot_: id  0 | task 54344 | processing task, is_child = 0
54.14.852.145 I slot print_timing: id  0 | task 54344 | prompt eval time =     127.07 ms /   224 tokens (    0.57 ms per token,  1762.79 tokens per second)
54.14.852.147 I slot print_timing: id  0 | task 54344 |        eval time =      63.12 ms /     5 tokens (   15.78 ms per token,    63.37 tokens per second)
54.14.852.148 I slot print_timing: id  0 | task 54344 |       total time =     190.19 ms /   229 tokens
54.14.852.148 I slot print_timing: id  0 | task 54344 |    graphs reused =      53246
54.14.852.162 I slot      release: id  0 | task 54344 | stop processing: n_tokens = 228, truncated = 0
54.14.853.260 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588486462838
54.14.854.424 I slot launch_slot_: id  0 | task 54350 | processing task, is_child = 0
54.17.338.188 I slot print_timing: id  0 | task 54350 | prompt eval time =     112.17 ms /   186 tokens (    0.60 ms per token,  1658.14 tokens per second)
54.17.338.190 I slot print_timing: id  0 | task 54350 |        eval time =    2371.58 ms /   153 tokens (   15.60 ms per token,    64.09 tokens per second)
54.17.338.190 I slot print_timing: id  0 | task 54350 |       total time =    2483.75 ms /   339 tokens
54.17.338.191 I slot print_timing: id  0 | task 54350 |    graphs reused =      53396
54.17.338.210 I slot      release: id  0 | task 54350 | stop processing: n_tokens = 338, truncated = 0
54.17.339.467 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588488948886
54.17.346.214 I slot launch_slot_: id  0 | task 54504 | processing task, is_child = 0
54.20.537.522 I slot print_timing: id  0 | task 54504 | n_gen =    192, tg =  63.42 t/s, tg_3s =  63.76 t/s
54.20.743.131 I slot print_timing: id  0 | task 54504 | prompt eval time =     179.81 ms /   312 tokens (    0.58 ms per token,  1735.13 tokens per second)
54.20.743.133 I slot print_timing: id  0 | task 54504 |        eval time =    3217.09 ms /   205 tokens (   15.77 ms per token,    63.41 tokens per second)
54.20.743.134 I slot print_timing: id  0 | task 54504 |       total time =    3396.90 ms /   517 tokens
54.20.743.134 I slot print_timing: id  0 | task 54504 |    graphs reused =      53598
54.20.743.160 I slot      release: id  0 | task 54504 | stop processing: n_tokens = 516, truncated = 0
54.20.745.287 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588492353836
54.20.759.226 I slot launch_slot_: id  0 | task 54710 | processing task, is_child = 0
54.23.922.149 I slot print_timing: id  0 | task 54710 | n_gen =    193, tg =  63.70 t/s, tg_3s =  64.03 t/s
54.24.032.492 I slot print_timing: id  0 | task 54710 | prompt eval time =     148.69 ms /   232 tokens (    0.64 ms per token,  1560.34 tokens per second)
54.24.032.495 I slot print_timing: id  0 | task 54710 |        eval time =    3124.57 ms /   200 tokens (   15.70 ms per token,    63.69 tokens per second)
54.24.032.495 I slot print_timing: id  0 | task 54710 |       total time =    3273.26 ms /   432 tokens
54.24.032.496 I slot print_timing: id  0 | task 54710 |    graphs reused =      53795
54.24.032.519 I slot      release: id  0 | task 54710 | stop processing: n_tokens = 431, truncated = 0
54.24.034.097 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588495643196
54.24.037.837 I slot launch_slot_: id  0 | task 54911 | processing task, is_child = 0
54.27.276.025 I slot print_timing: id  0 | task 54911 | n_gen =    191, tg =  63.26 t/s, tg_3s =  63.59 t/s
54.30.281.315 I slot print_timing: id  0 | task 54911 | n_gen =    379, tg =  62.91 t/s, tg_3s =  62.56 t/s
54.31.269.632 I slot print_timing: id  0 | task 54911 | prompt eval time =     234.69 ms /   405 tokens (    0.58 ms per token,  1725.67 tokens per second)
54.31.269.635 I slot print_timing: id  0 | task 54911 |        eval time =    6997.10 ms /   441 tokens (   15.90 ms per token,    62.88 tokens per second)
54.31.269.635 I slot print_timing: id  0 | task 54911 |       total time =    7231.79 ms /   846 tokens
54.31.269.635 I slot print_timing: id  0 | task 54911 |    graphs reused =      54232
54.31.269.690 I slot      release: id  0 | task 54911 | stop processing: n_tokens = 845, truncated = 0
54.31.273.812 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588502880367
54.31.303.454 I slot launch_slot_: id  0 | task 55353 | processing task, is_child = 0
54.31.991.514 I slot print_timing: id  0 | task 55353 | prompt eval time =     542.89 ms /   880 tokens (    0.62 ms per token,  1620.97 tokens per second)
54.31.991.517 I slot print_timing: id  0 | task 55353 |        eval time =     145.16 ms /    10 tokens (   16.13 ms per token,    62.00 tokens per second)
54.31.991.517 I slot print_timing: id  0 | task 55353 |       total time =     688.05 ms /   890 tokens
54.31.991.525 I slot print_timing: id  0 | task 55353 |    graphs reused =      54240
54.31.991.565 I slot      release: id  0 | task 55353 | stop processing: n_tokens = 889, truncated = 0
54.31.992.772 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588503602242
54.32.018.434 I slot launch_slot_: id  0 | task 55364 | processing task, is_child = 0
54.35.173.877 I slot print_timing: id  0 | task 55364 | n_gen =    196, tg =  64.77 t/s, tg_3s =  65.10 t/s
54.38.181.814 I slot print_timing: id  0 | task 55364 | n_gen =    390, tg =  64.63 t/s, tg_3s =  64.50 t/s
54.38.244.680 I slot print_timing: id  0 | task 55364 | prompt eval time =     144.68 ms /   215 tokens (    0.67 ms per token,  1486.09 tokens per second)
54.38.244.682 I slot print_timing: id  0 | task 55364 |        eval time =    6081.56 ms /   394 tokens (   15.47 ms per token,    64.62 tokens per second)
54.38.244.682 I slot print_timing: id  0 | task 55364 |       total time =    6226.24 ms /   609 tokens
54.38.244.683 I slot print_timing: id  0 | task 55364 |    graphs reused =      54630
54.38.244.719 I slot      release: id  0 | task 55364 | stop processing: n_tokens = 608, truncated = 0
54.38.246.846 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588509855396
54.38.255.854 I slot launch_slot_: id  0 | task 55759 | processing task, is_child = 0
54.41.847.453 I slot print_timing: id  0 | task 55759 | n_gen =    191, tg =  63.05 t/s, tg_3s =  63.38 t/s
54.44.078.622 I slot print_timing: id  0 | task 55759 | prompt eval time =     577.91 ms /   643 tokens (    0.90 ms per token,  1112.62 tokens per second)
54.44.078.625 I slot print_timing: id  0 | task 55759 |        eval time =    5244.84 ms /   331 tokens (   15.89 ms per token,    62.92 tokens per second)
54.44.078.625 I slot print_timing: id  0 | task 55759 |       total time =    5822.76 ms /   974 tokens
54.44.078.626 I slot print_timing: id  0 | task 55759 |    graphs reused =      54958
54.44.078.650 I slot      release: id  0 | task 55759 | stop processing: n_tokens = 973, truncated = 0
54.44.080.111 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588515689326
54.44.092.990 I slot launch_slot_: id  0 | task 56091 | processing task, is_child = 0
54.46.903.330 I slot print_timing: id  0 | task 56091 | prompt eval time =     318.92 ms /   536 tokens (    0.59 ms per token,  1680.68 tokens per second)
54.46.903.332 I slot print_timing: id  0 | task 56091 |        eval time =    2491.41 ms /   158 tokens (   15.87 ms per token,    63.02 tokens per second)
54.46.903.333 I slot print_timing: id  0 | task 56091 |       total time =    2810.33 ms /   694 tokens
54.46.903.333 I slot print_timing: id  0 | task 56091 |    graphs reused =      55114
54.46.903.355 I slot      release: id  0 | task 56091 | stop processing: n_tokens = 693, truncated = 0
54.46.906.486 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588518514032
54.46.913.999 I slot launch_slot_: id  0 | task 56250 | processing task, is_child = 0
54.47.418.012 I slot print_timing: id  0 | task 56250 | prompt eval time =     113.36 ms /   179 tokens (    0.63 ms per token,  1579.08 tokens per second)
54.47.418.014 I slot print_timing: id  0 | task 56250 |        eval time =     390.64 ms /    26 tokens (   15.63 ms per token,    64.00 tokens per second)
54.47.418.014 I slot print_timing: id  0 | task 56250 |       total time =     504.00 ms /   205 tokens
54.47.418.015 I slot print_timing: id  0 | task 56250 |    graphs reused =      55138
54.47.418.037 I slot      release: id  0 | task 56250 | stop processing: n_tokens = 204, truncated = 0
54.47.420.749 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588519028713
54.47.422.651 I slot launch_slot_: id  0 | task 56277 | processing task, is_child = 0
54.48.620.980 I slot print_timing: id  0 | task 56277 | prompt eval time =     128.98 ms /   212 tokens (    0.61 ms per token,  1643.70 tokens per second)
54.48.620.985 I slot print_timing: id  0 | task 56277 |        eval time =    1069.35 ms /    69 tokens (   15.73 ms per token,    63.59 tokens per second)
54.48.620.985 I slot print_timing: id  0 | task 56277 |       total time =    1198.32 ms /   281 tokens
54.48.620.985 I slot print_timing: id  0 | task 56277 |    graphs reused =      55204
54.48.621.001 I slot      release: id  0 | task 56277 | stop processing: n_tokens = 280, truncated = 0
54.48.622.147 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.948 (> 0.100 thold), f_keep = 0.718
54.48.622.158 I slot launch_slot_: id  0 | task 56347 | processing task, is_child = 0
54.49.843.134 I slot print_timing: id  0 | task 56347 | prompt eval time =     128.53 ms /   212 tokens (    0.61 ms per token,  1649.41 tokens per second)
54.49.843.136 I slot print_timing: id  0 | task 56347 |        eval time =    1092.44 ms /    71 tokens (   15.61 ms per token,    64.08 tokens per second)
54.49.843.136 I slot print_timing: id  0 | task 56347 |       total time =    1220.97 ms /   283 tokens
54.49.843.137 I slot print_timing: id  0 | task 56347 |    graphs reused =      55272
54.49.843.151 I slot      release: id  0 | task 56347 | stop processing: n_tokens = 282, truncated = 0
54.49.846.314 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588521453828
54.49.849.330 I slot launch_slot_: id  0 | task 56419 | processing task, is_child = 0
54.52.429.318 I slot print_timing: id  0 | task 56419 | prompt eval time =     217.51 ms /   374 tokens (    0.58 ms per token,  1719.49 tokens per second)
54.52.429.320 I slot print_timing: id  0 | task 56419 |        eval time =    2362.48 ms /   151 tokens (   15.75 ms per token,    63.49 tokens per second)
54.52.429.320 I slot print_timing: id  0 | task 56419 |       total time =    2579.98 ms /   525 tokens
54.52.429.321 I slot print_timing: id  0 | task 56419 |    graphs reused =      55420
54.52.429.346 I slot      release: id  0 | task 56419 | stop processing: n_tokens = 524, truncated = 0
54.52.430.657 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588524040022
54.52.435.011 I slot launch_slot_: id  0 | task 56571 | processing task, is_child = 0
54.53.105.499 I slot print_timing: id  0 | task 56571 | prompt eval time =     111.91 ms /   178 tokens (    0.63 ms per token,  1590.56 tokens per second)
54.53.105.501 I slot print_timing: id  0 | task 56571 |        eval time =     558.57 ms /    37 tokens (   15.52 ms per token,    64.45 tokens per second)
54.53.105.502 I slot print_timing: id  0 | task 56571 |       total time =     670.48 ms /   215 tokens
54.53.105.502 I slot print_timing: id  0 | task 56571 |    graphs reused =      55455
54.53.105.530 I slot      release: id  0 | task 56571 | stop processing: n_tokens = 214, truncated = 0
54.53.106.678 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588524716207
54.53.111.261 I slot launch_slot_: id  0 | task 56609 | processing task, is_child = 0
54.53.944.169 I slot print_timing: id  0 | task 56609 | prompt eval time =     130.05 ms /   213 tokens (    0.61 ms per token,  1637.81 tokens per second)
54.53.944.176 I slot print_timing: id  0 | task 56609 |        eval time =     702.85 ms /    46 tokens (   15.62 ms per token,    64.03 tokens per second)
54.53.944.177 I slot print_timing: id  0 | task 56609 |       total time =     832.90 ms /   259 tokens
54.53.944.178 I slot print_timing: id  0 | task 56609 |    graphs reused =      55498
54.53.944.196 I slot      release: id  0 | task 56609 | stop processing: n_tokens = 258, truncated = 0
54.53.945.466 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.900 (> 0.100 thold), f_keep = 0.767
54.53.945.478 I slot launch_slot_: id  0 | task 56656 | processing task, is_child = 0
54.55.843.625 I slot print_timing: id  0 | task 56656 | prompt eval time =     129.67 ms /   220 tokens (    0.59 ms per token,  1696.56 tokens per second)
54.55.843.627 I slot print_timing: id  0 | task 56656 |        eval time =    1768.47 ms /   114 tokens (   15.65 ms per token,    63.90 tokens per second)
54.55.843.628 I slot print_timing: id  0 | task 56656 |       total time =    1898.14 ms /   334 tokens
54.55.843.628 I slot print_timing: id  0 | task 56656 |    graphs reused =      55609
54.55.843.643 I slot      release: id  0 | task 56656 | stop processing: n_tokens = 333, truncated = 0
54.55.846.336 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588527454320
54.55.851.245 I slot launch_slot_: id  0 | task 56771 | processing task, is_child = 0
54.57.854.128 I slot print_timing: id  0 | task 56771 | prompt eval time =     234.33 ms /   404 tokens (    0.58 ms per token,  1724.09 tokens per second)
54.57.854.130 I slot print_timing: id  0 | task 56771 |        eval time =    1768.55 ms /   113 tokens (   15.79 ms per token,    63.33 tokens per second)
54.57.854.131 I slot print_timing: id  0 | task 56771 |       total time =    2002.87 ms /   517 tokens
54.57.854.131 I slot print_timing: id  0 | task 56771 |    graphs reused =      55719
54.57.854.152 I slot      release: id  0 | task 56771 | stop processing: n_tokens = 516, truncated = 0
54.57.855.338 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 7588529464829
54.57.866.149 I slot launch_slot_: id  0 | task 56885 | processing task, is_child = 0
54.58.210.706 I slot print_timing: id  0 | task 56885 | prompt eval time =     110.90 ms /   161 tokens (    0.69 ms per token,  1451.75 tokens per second)
